0.91421	0.90014	0.88622	0.87244	0.85882	0.84536	0.83207	0.81894	0.80599	0.79321	0.78062	0.76823	0.75603	0.74403	0.73223	0.72066	0.7093	0.69817	0.68727	0.67661	0.66619	0.65603	0.64612	0.63649	0.62712	0.61803	0.60923	0.60073	0.59252	0.58462	0.57703	0.56977	0.56283	0.55622	0.54995	0.54403	0.53846	0.53325	0.5284	0.52391	0.5198	0.51607	0.51272	0.50975	0.50717	0.50499	0.50319	0.5018	0.5008	0.5002	0.5	0.5002	0.5008	0.5018	0.50319	0.50499	0.50717	0.50975	0.51272	0.51607	0.5198	0.52391	0.5284	0.53325	0.53846	0.54403	0.54995	0.55622	0.56283	0.56977	0.57703	0.58462	0.59252	0.60073	0.60923	0.61803	0.62712	0.63649	0.64612	0.65603	0.66619	0.67661	0.68727	0.69817	0.7093	0.72066	0.73223	0.74403	0.75603	0.76823	0.78062	0.79321	0.80599	0.81894	0.83207	0.84536	0.85882	0.87244	0.88622	0.90014	0.91421
0.90014	0.88593	0.87186	0.85794	0.84417	0.83056	0.81712	0.80384	0.79074	0.77781	0.76507	0.75252	0.74016	0.72801	0.71606	0.70433	0.69281	0.68152	0.67047	0.65966	0.64909	0.63877	0.62872	0.61893	0.60941	0.60018	0.59124	0.58259	0.57424	0.56621	0.55849	0.55109	0.54403	0.5373	0.53092	0.52489	0.51922	0.5139	0.50896	0.50439	0.5002	0.49639	0.49298	0.48995	0.48732	0.48509	0.48326	0.48184	0.48082	0.4802	0.48	0.4802	0.48082	0.48184	0.48326	0.48509	0.48732	0.48995	0.49298	0.49639	0.5002	0.50439	0.50896	0.5139	0.51922	0.52489	0.53092	0.5373	0.54403	0.55109	0.55849	0.56621	0.57424	0.58259	0.59124	0.60018	0.60941	0.61893	0.62872	0.63877	0.64909	0.65966	0.67047	0.68152	0.69281	0.70433	0.71606	0.72801	0.74016	0.75252	0.76507	0.77781	0.79074	0.80384	0.81712	0.83056	0.84417	0.85794	0.87186	0.88593	0.90014
0.88622	0.87186	0.85765	0.84358	0.82966	0.8159	0.80231	0.78888	0.77562	0.76254	0.74964	0.73693	0.72442	0.71211	0.7	0.68811	0.67644	0.66499	0.65378	0.6428	0.63208	0.62161	0.6114	0.60145	0.59179	0.5824	0.57331	0.56452	0.55603	0.54785	0.54	0.53247	0.52528	0.51843	0.51193	0.50578	0.5	0.49459	0.48955	0.48489	0.48061	0.47673	0.47324	0.47015	0.46747	0.46519	0.46333	0.46187	0.46083	0.46021	0.46	0.46021	0.46083	0.46187	0.46333	0.46519	0.46747	0.47015	0.47324	0.47673	0.48061	0.48489	0.48955	0.49459	0.5	0.50578	0.51193	0.51843	0.52528	0.53247	0.54	0.54785	0.55603	0.56452	0.57331	0.5824	0.59179	0.60145	0.6114	0.62161	0.63208	0.6428	0.65378	0.66499	0.67644	0.68811	0.7	0.71211	0.72442	0.73693	0.74964	0.76254	0.77562	0.78888	0.80231	0.8159	0.82966	0.84358	0.85765	0.87186	0.88622
0.87244	0.85794	0.84358	0.82936	0.81529	0.80138	0.78763	0.77405	0.76063	0.7474	0.73434	0.72147	0.7088	0.69633	0.68406	0.67201	0.66017	0.64856	0.63719	0.62606	0.61517	0.60454	0.59417	0.58407	0.57424	0.56471	0.55546	0.54652	0.53788	0.52956	0.52157	0.5139	0.50658	0.4996	0.49298	0.48671	0.48082	0.47529	0.47015	0.4654	0.46104	0.45708	0.45352	0.45037	0.44763	0.4453	0.4434	0.44191	0.44085	0.44021	0.44	0.44021	0.44085	0.44191	0.4434	0.4453	0.44763	0.45037	0.45352	0.45708	0.46104	0.4654	0.47015	0.47529	0.48082	0.48671	0.49298	0.4996	0.50658	0.5139	0.52157	0.52956	0.53788	0.54652	0.55546	0.56471	0.57424	0.58407	0.59417	0.60454	0.61517	0.62606	0.63719	0.64856	0.66017	0.67201	0.68406	0.69633	0.7088	0.72147	0.73434	0.7474	0.76063	0.77405	0.78763	0.80138	0.81529	0.82936	0.84358	0.85794	0.87244
0.85882	0.84417	0.82966	0.81529	0.80108	0.78701	0.77311	0.75936	0.74579	0.7324	0.71918	0.70615	0.69331	0.68068	0.66825	0.65603	0.64403	0.63225	0.62071	0.60941	0.59836	0.58757	0.57703	0.56677	0.55679	0.54709	0.53769	0.52859	0.5198	0.51134	0.50319	0.49539	0.48793	0.48082	0.47406	0.46768	0.46167	0.45603	0.45079	0.44594	0.44149	0.43744	0.43381	0.43059	0.42779	0.42542	0.42347	0.42195	0.42087	0.42022	0.42	0.42022	0.42087	0.42195	0.42347	0.42542	0.42779	0.43059	0.43381	0.43744	0.44149	0.44594	0.45079	0.45603	0.46167	0.46768	0.47406	0.48082	0.48793	0.49539	0.50319	0.51134	0.5198	0.52859	0.53769	0.54709	0.55679	0.56677	0.57703	0.58757	0.59836	0.60941	0.62071	0.63225	0.64403	0.65603	0.66825	0.68068	0.69331	0.70615	0.71918	0.7324	0.74579	0.75936	0.77311	0.78701	0.80108	0.81529	0.82966	0.84417	0.85882
0.84536	0.83056	0.8159	0.80138	0.78701	0.77279	0.75873	0.74483	0.7311	0.71754	0.70416	0.69097	0.67796	0.66516	0.65256	0.64018	0.62801	0.61606	0.60436	0.59289	0.58167	0.5707	0.56	0.54957	0.53942	0.52956	0.52	0.51074	0.5018	0.49318	0.48489	0.47693	0.46933	0.46208	0.4552	0.44868	0.44255	0.4368	0.43145	0.4265	0.42195	0.41782	0.41411	0.41082	0.40796	0.40554	0.40355	0.402	0.40089	0.40022	0.4	0.40022	0.40089	0.402	0.40355	0.40554	0.40796	0.41082	0.41411	0.41782	0.42195	0.4265	0.43145	0.4368	0.44255	0.44868	0.4552	0.46208	0.46933	0.47693	0.48489	0.49318	0.5018	0.51074	0.52	0.52956	0.53942	0.54957	0.56	0.5707	0.58167	0.59289	0.60436	0.61606	0.62801	0.64018	0.65256	0.66516	0.67796	0.69097	0.70416	0.71754	0.7311	0.74483	0.75873	0.77279	0.78701	0.80138	0.8159	0.83056	0.84536
0.83207	0.81712	0.80231	0.78763	0.77311	0.75873	0.74451	0.73045	0.71655	0.70283	0.68929	0.67593	0.66276	0.64978	0.63701	0.62446	0.61212	0.6	0.58812	0.57648	0.56508	0.55394	0.54307	0.53247	0.52215	0.51213	0.5024	0.49298	0.48387	0.47509	0.46664	0.45854	0.45079	0.4434	0.43638	0.42973	0.42347	0.41761	0.41214	0.40708	0.40244	0.39822	0.39443	0.39107	0.38814	0.38566	0.38363	0.38204	0.38091	0.38023	0.38	0.38023	0.38091	0.38204	0.38363	0.38566	0.38814	0.39107	0.39443	0.39822	0.40244	0.40708	0.41214	0.41761	0.42347	0.42973	0.43638	0.4434	0.45079	0.45854	0.46664	0.47509	0.48387	0.49298	0.5024	0.51213	0.52215	0.53247	0.54307	0.55394	0.56508	0.57648	0.58812	0.6	0.61212	0.62446	0.63701	0.64978	0.66276	0.67593	0.68929	0.70283	0.71655	0.73045	0.74451	0.75873	0.77311	0.78763	0.80231	0.81712	0.83207
0.81894	0.80384	0.78888	0.77405	0.75936	0.74483	0.73045	0.71622	0.70216	0.68828	0.67456	0.66103	0.64769	0.63455	0.62161	0.60887	0.59636	0.58407	0.57201	0.56019	0.54862	0.5373	0.52626	0.51548	0.50499	0.49479	0.48489	0.47529	0.46602	0.45708	0.44847	0.44021	0.43231	0.42477	0.41761	0.41082	0.40443	0.39844	0.39286	0.38769	0.38295	0.37864	0.37476	0.37132	0.36833	0.36579	0.36371	0.36209	0.36093	0.36023	0.36	0.36023	0.36093	0.36209	0.36371	0.36579	0.36833	0.37132	0.37476	0.37864	0.38295	0.38769	0.39286	0.39844	0.40443	0.41082	0.41761	0.42477	0.43231	0.44021	0.44847	0.45708	0.46602	0.47529	0.48489	0.49479	0.50499	0.51548	0.52626	0.5373	0.54862	0.56019	0.57201	0.58407	0.59636	0.60887	0.62161	0.63455	0.64769	0.66103	0.67456	0.68828	0.70216	0.71622	0.73045	0.74483	0.75936	0.77405	0.78888	0.80384	0.81894
0.80599	0.79074	0.77562	0.76063	0.74579	0.7311	0.71655	0.70216	0.68794	0.67388	0.66	0.6463	0.63278	0.61946	0.60635	0.59343	0.58074	0.56827	0.55603	0.54403	0.53228	0.52078	0.50955	0.4986	0.48793	0.47755	0.46747	0.45771	0.44826	0.43915	0.43038	0.42195	0.41389	0.4062	0.39889	0.39196	0.38544	0.37932	0.37361	0.36833	0.36348	0.35907	0.3551	0.35159	0.34853	0.34593	0.3438	0.34214	0.34095	0.34024	0.34	0.34024	0.34095	0.34214	0.3438	0.34593	0.34853	0.35159	0.3551	0.35907	0.36348	0.36833	0.37361	0.37932	0.38544	0.39196	0.39889	0.4062	0.41389	0.42195	0.43038	0.43915	0.44826	0.45771	0.46747	0.47755	0.48793	0.4986	0.50955	0.52078	0.53228	0.54403	0.55603	0.56827	0.58074	0.59343	0.60635	0.61946	0.63278	0.6463	0.66	0.67388	0.68794	0.70216	0.71655	0.7311	0.74579	0.76063	0.77562	0.79074	0.80599
0.79321	0.77781	0.76254	0.7474	0.7324	0.71754	0.70283	0.68828	0.67388	0.65966	0.6456	0.63172	0.61803	0.60454	0.59124	0.57815	0.56527	0.55262	0.54019	0.52801	0.51607	0.50439	0.49298	0.48184	0.47098	0.46042	0.45016	0.44021	0.43059	0.4213	0.41236	0.40377	0.39554	0.38769	0.38023	0.37316	0.36649	0.36023	0.3544	0.349	0.34404	0.33952	0.33546	0.33187	0.32873	0.32608	0.32389	0.32219	0.32098	0.32024	0.32	0.32024	0.32098	0.32219	0.32389	0.32608	0.32873	0.33187	0.33546	0.33952	0.34404	0.349	0.3544	0.36023	0.36649	0.37316	0.38023	0.38769	0.39554	0.40377	0.41236	0.4213	0.43059	0.44021	0.45016	0.46042	0.47098	0.48184	0.49298	0.50439	0.51607	0.52801	0.54019	0.55262	0.56527	0.57815	0.59124	0.60454	0.61803	0.63172	0.6456	0.65966	0.67388	0.68828	0.70283	0.71754	0.7324	0.7474	0.76254	0.77781	0.79321
